location,year,category,rank,query
United States,2011,Dance Moves,4,Shuffling Dance
United States,2011,Dance Moves,5,Dubstep Dance
United States,2011,Diets,1,Dukan Diet
United States,2011,Diets,2,Four Hour Diet
United States,2011,Diets,3,17 Day Diet
United States,2011,Diets,4,Slow Carb Diet
United States,2011,Diets,5,Perfect Health Diet
United States,2011,DIY,1,DIY Glitter Shoes
United States,2011,DIY,2,DIY Ombre Hair
United States,2011,DIY,3,DIY Brooch Bouquet
United States,2011,DIY,4,DIY Feather Earrings
United States,2011,DIY,5,DIY Friendship Bracelets
United States,2011,Donate To,1,Donate to Japan
United States,2011,Donate To,2,Red Cross Japan
United States,2011,Donate To,3,Japan Relief
United States,2011,Donate To,4,South Sudan
United States,2011,Donate To,5,Second Mile Foundation
United States,2011,Economy,1,Debt Ceiling
United States,2011,Economy,2,US GDP 2011
United States,2011,Economy,3,Recession 2011
United States,2011,Economy,4,Inflation 2011
United States,2011,Economy,5,US Economy 2011
United States,2011,Falling Searches,1,2010 Calendar
United States,2011,Falling Searches,2,Myspace
United States,2011,Falling Searches,3,Meebo
United States,2011,Falling Searches,4,MapQuest Driving Directions
United States,2011,Falling Searches,5,FIFA
United States,2011,Football,1,Madden 12
United States,2011,Football,2,Angela Rypien
United States,2011,Football,3,Dave Duerson
United States,2011,Football,4,Peyton Manning Twins
United States,2011,Football,5,Alexa Flutie
United States,2011,Gadgets,1,Kindle Fire
United States,2011,Gadgets,2,iPhone 4S
United States,2011,Gadgets,3,Sidekick 4G
United States,2011,Gadgets,4,HP TouchPad
United States,2011,Gadgets,5,HTC ThunderBolt
United States,2011,Google Image Searches,1,Planking
United States,2011,Google Image Searches,2,Kate Upton
United States,2011,Google Image Searches,3,Justin Bieber 2011
United States,2011,Google Image Searches,4,Pippa Middleton
United States,2011,Google Image Searches,5,Hope Solo
United States,2011,Google Maps Searches,1,International Airport
United States,2011,Google Maps Searches,2,IKEA
United States,2011,Google Maps Searches,3,Wells Fargo
United States,2011,Google Maps Searches,4,Airport
United States,2011,Google Maps Searches,5,Casinos
United States,2011,Google News Searches,1,Hurricane Irene
United States,2011,Google News Searches,2,Occupy
United States,2011,Google News Searches,3,Japan Earthquake
United States,2011,Google News Searches,4,iPhone 5
United States,2011,Google News Searches,5,iPad 2
United States,2011,Home Appliances,1,Dyson Slim
United States,2011,Home Appliances,2,FoodSaver Vacuum Sealer
United States,2011,Home Appliances,3,Kirby Vacuum
United States,2011,Home Appliances,4,Frigidaire Refrigerator
United States,2011,Home Appliances,5,Gevalia Coffee Maker
United States,2011,Literature,1,Game of Thrones
United States,2011,Literature,2,Mona Simpson
United States,2011,Literature,3,Water for Elephants
United States,2011,Literature,4,Matthew Lewis
United States,2011,Literature,5,Jules Verne
United States,2011,News Sources,1,YNN Austin
United States,2011,News Sources,2,Before It's News
United States,2011,News Sources,3,The Advocate
United States,2011,News Sources,4,Bartaman
United States,2011,News Sources,5,Newswatch 16
United States,2011,Political Scandals,1,Murdoch Scandal
United States,2011,Political Scandals,2,Weiner Scandal
United States,2011,Political Scandals,3,Rick Santorum Scandal
United States,2011,Political Scandals,4,Berlusconi Scandal
United States,2011,Political Scandals,5,Vitter Scandal
United States,2011,Politics,1,Herman Cain
United States,2011,Politics,2,Rep. Giffords
United States,2011,Politics,3,Obama Jobs Plan
United States,2011,Politics,4,Dominique Strauss-Kahn
United States,2011,Politics,5,Cheri Daniels
United States,2011,Pop Culture / People,1,Rebecca Black
United States,2011,Pop Culture / People,2,Scotty McCreery
United States,2011,Pop Culture / People,3,Courtney Stodden
United States,2011,Pop Culture / People,4,Kate Upton
United States,2011,Pop Culture / People,5,Kreayshawn
United States,2011,Pop Culture / Songs,1,Born This Way
United States,2011,Pop Culture / Songs,2,Watch The Throne
United States,2011,Pop Culture / Songs,3,Honey Bee
United States,2011,Pop Culture / Songs,4,The Lazy Song
United States,2011,Pop Culture / Songs,5,Sure Thing
United States,2011,Pop Culture / Toys,1,LEGO Alien Conquest
United States,2011,Pop Culture / Toys,2,Unova Pokédex
United States,2011,Pop Culture / Toys,3,Fluttershy
United States,2011,Pop Culture / Toys,4,LEGO Ninjago
United States,2011,Pop Culture / Toys,5,Rainbow Dash
United States,2011,Pop Culture / TV Shows,1,Big Brother 13
United States,2011,Pop Culture / TV Shows,2,American Idol 2011
United States,2011,Pop Culture / TV Shows,3,Dexter
United States,2011,Pop Culture / TV Shows,4,The X Factor USA
United States,2011,Pop Culture / TV Shows,5,Beavis and Butt-head
United States,2011,Product Searches,1,HP TouchPad
United States,2011,Product Searches,2,iPad 2
United States,2011,Product Searches,3,Samsung Galaxy
United States,2011,Product Searches,4,Android Tablet
United States,2011,Product Searches,5,Nook
United States,2011,Quirky Environmental ,1,Wild Kratts
United States,2011,Quirky Environmental ,2,Backyard Chickens
United States,2011,Quirky Environmental ,3,Staycation
United States,2011,Quirky Environmental ,4,Bioluminescent Bay
United States,2011,Quirky Environmental ,5,Dirty Dozen Foods
United States,2011,Recalls,1,Turkey Recall
United States,2011,Recalls,2,BOB Stroller Recall
United States,2011,Recalls,3,STIHL Recall
United States,2011,Recalls,4,Topamax Recall
United States,2011,Recalls,5,Baby Monitor Recall
United States,2011,Science,1,Comet Elenin
United States,2011,Science,2,Robert Bunsen
United States,2011,Science,3,Moon Phases 2011
United States,2011,Science,4,Honey Badger
United States,2011,Science,5,Pierre de Fermat
United States,2011,Soccer,1,FIFA 12
United States,2011,Soccer,2,Louisa Nécib
United States,2011,Soccer,3,Alex Morgan
United States,2011,Soccer,4,Gold Cup Final
United States,2011,Soccer,5,Hope Solo
United States,2011,Sports,1,Mayweather vs Ortiz
United States,2011,Sports,2,NCAA Bracket 2011
United States,2011,Sports,3,Dan Wheldon
United States,2011,Sports,4,Madden 12
United States,2011,Sports,5,Kris Humphries
United States,2011,Technology,1,iCloud
United States,2011,Technology,2,OS X Lion
United States,2011,Technology,3,iPad 2
United States,2011,Technology,4,iPod Touch 5G
United States,2011,Technology,5,iPhone 5
United States,2011,Top Trending,1,Rebecca Black
United States,2011,Top Trending,2,Google Plus
United States,2011,Top Trending,3,Hurricane Irene
United States,2011,Top Trending,4,Pinterest
United States,2011,Top Trending,5,Ryan Dunn
United States,2011,Workouts,1,Thor Workout
United States,2011,Workouts,2,Ryan Gosling Workout
United States,2011,Workouts,3,Chris Hemsworth Workout
United States,2011,Workouts,4,Captain America Workout
United States,2011,Workouts,5,Cam Newton Workout
United States,2012,Annual Events of 2012,1,Super Bowl 2012
United States,2012,Annual Events of 2012,2,Euro 2012
United States,2012,Annual Events of 2012,3,Fathers Day 2012
United States,2012,Annual Events of 2012,4,Mothers Day 2012
United States,2012,Annual Events of 2012,5,Thanksgiving 2012
United States,2012,Apparel Brands,1,Tory Burch
United States,2012,Apparel Brands,2,J Crew
United States,2012,Apparel Brands,3,Fubu
United States,2012,Apparel Brands,4,Uniqlo
United States,2012,Apparel Brands,5,Adidas
United States,2012,Athletes,1,Jeremy Lin
United States,2012,Athletes,2,Peyton Manning
United States,2012,Athletes,3,Michael Phelps
United States,2012,Athletes,4,Ryan Lochte
United States,2012,Athletes,5,Tim Tebow
United States,2012,Authors,1,Charles Duhigg
United States,2012,Authors,2,William Landay
United States,2012,Authors,3,Brian Souza
United States,2012,Authors,4,ML Stedman
United States,2012,Authors,5,EL James
United States,2012,Books,1,Fifty Shades Darker
United States,2012,Books,2,Bared to You
United States,2012,Books,3,Fifty Shades Freed
United States,2012,Books,4,The Casual Vacancy
United States,2012,Books,5,Defending Jacob
United States,2012,Calorie Searches,1,Zumba Calories Burned
United States,2012,Calorie Searches,2,Paczki Calories
United States,2012,Calorie Searches,3,Cantina Bowl Calories
United States,2012,Calorie Searches,4,Starbucks Refreshers Calories
United States,2012,Calorie Searches,5,Naked Calories
United States,2012,Colleges & Universities,1,Lehigh University
United States,2012,Colleges & Universities,2,University of Illinois at Urbana-Champaign
United States,2012,Colleges & Universities,3,Otterbein University
United States,2012,Colleges & Universities,4,Creighton University
United States,2012,Colleges & Universities,5,Hillsdale College
United States,2012,Diets,1,Michael Phelps diet
United States,2012,Diets,2,Beyond diet
United States,2012,Diets,3,Raspberry Ketone diet
United States,2012,Diets,4,Pink Method diet
United States,2012,Diets,5,Adriana Lima diet
United States,2012,Donations,1,Donate to Obama
United States,2012,Donations,2,Donate to Sandy
United States,2012,Donations,3,Donate to Romney
United States,2012,Donations,4,Donate to KONY
United States,2012,Donations,5,Donate to Karen Klein
United States,2012,Election Issues,1,Abortion
United States,2012,Election Issues,2,Gay Marriage
United States,2012,Election Issues,3,Immigration
United States,2012,Election Issues,4,Gas Prices
United States,2012,Election Issues,5,Social Security
United States,2012,Endangered Species,1,Braken Bat Cave Meshweaver
United States,2012,Endangered Species,2,Hooded Crane
United States,2012,Endangered Species,3,Falcated Duck
United States,2012,Endangered Species,4,Costa Rican Variable Harlequin Toad
United States,2012,Endangered Species,5,Gooty Tarantula
United States,2012,Events of 2012,1,Hurricane Sandy
United States,2012,Events of 2012,2,Presidential Election
United States,2012,Events of 2012,3,Super Bowl
United States,2012,Events of 2012,4,Olympics
United States,2012,Events of 2012,5,UEFA Euro 2012
United States,2012,Food Delivery,1,Burger King Delivery
United States,2012,Food Delivery,2,Pizza Delivery
United States,2012,Food Delivery,3,Nola Food Delivery
United States,2012,Food Delivery,4,Healthy Delivery Options
United States,2012,Food Delivery,5,Tomato Soup Delivery
United States,2012,Google Doodles of 2012,1,Soccer Doodle
United States,2012,Google Doodles of 2012,2,Moog Doodle
United States,2012,Google Doodles of 2012,3,Turing Doodle
United States,2012,Google Doodles of 2012,4,Halloween Doodle
United States,2012,Google Doodles of 2012,5,Nemo Doodle
United States,2012,Halloween Costumes,1,Katniss Everdeen costume
United States,2012,Halloween Costumes,2,Slender Man costume
United States,2012,Halloween Costumes,3,Bane costume
United States,2012,Halloween Costumes,4,Gangnam Style costume
United States,2012,Halloween Costumes,5,Hawkeye costume
United States,2012,Health Issues,1,Hemorrhoid
United States,2012,Health Issues,2,Gastroesophageal Reflux Disease
United States,2012,Health Issues,3,Sexually Transmitted Disease
United States,2012,Health Issues,4,Diaper Rash
United States,2012,Health Issues,5,Diarrhea
United States,2012,How to...,1,How to love
United States,2012,How to...,2,How to rock
United States,2012,How to...,3,How to vote
United States,2012,How to...,4,How to install
United States,2012,How to...,5,How to hate
United States,2012,Hybrid Card,1,Fisker Karma Hybrid
United States,2012,Hybrid Card,2,Camry Hybrid
United States,2012,Hybrid Card,3,Jetta Hybrid
United States,2012,Hybrid Card,4,BMW Hybrid
United States,2012,Hybrid Card,5,Ford Fusion Hybrid
United States,2012,Jewelry Brands,1,Michael Kors jewelry
United States,2012,Jewelry Brands,2,Lana Jewelry
United States,2012,Jewelry Brands,3,Scott Kay Bridal
United States,2012,Jewelry Brands,4,Henri Daussi
United States,2012,Jewelry Brands,5,Bergio
United States,2012,Mobile\\Tablet Apps,1,Temple Run
United States,2012,Mobile\\Tablet Apps,2,Instagram
United States,2012,Mobile\\Tablet Apps,3,Logo Quiz
United States,2012,Mobile\\Tablet Apps,4,Draw Something
United States,2012,Mobile\\Tablet Apps,5,Socialcam
United States,2012,Museums,1,Metropolitan Museum of Art
United States,2012,Museums,2,Philadelphia Museum of Art
United States,2012,Museums,3,National Gallery of Art
United States,2012,Museums,4,De Young Museum
United States,2012,Museums,5,Museum of Science Boston
United States,2012,News Sources,1,NBC News
United States,2012,News Sources,2,FiveThirtyEight Blog
United States,2012,News Sources,3,Chi Magazine
United States,2012,News Sources,4,ESPN
United States,2012,News Sources,5,TMZ
United States,2012,NFL Teams,1,Dallas Cowboys
United States,2012,NFL Teams,2,Chicago Bears
United States,2012,NFL Teams,3,Denver Broncos
United States,2012,NFL Teams,4,Green Bay Packers
United States,2012,NFL Teams,5,Miami Dolphins
United States,2012,People,1,Whitney Houston
United States,2012,People,2,Jeremy Lin
United States,2012,People,3,Amanda Todd
United States,2012,People,4,Michael Clark Duncan
United States,2012,People,5,Kate Middleton
United States,2012,Phones,1,iPhone 5
United States,2012,Phones,2,iPhone 4s
United States,2012,Phones,3,Samsung Galaxy S3
United States,2012,Phones,4,Galaxy Note
United States,2012,Phones,5,Galaxy Note 2
United States,2012,Political Gaffes,1,Big Bird
United States,2012,Political Gaffes,2,47 percent
United States,2012,Political Gaffes,3,Binders full of women
United States,2012,Political Gaffes,4,Airplane Windows
United States,2012,Political Gaffes,5,Legitimate Rape
United States,2012,Reality TV Stars,1,"Alana ""Honey Boo Boo"""
United States,2012,Reality TV Stars,2,Snooki
United States,2012,Reality TV Stars,3,Farrah Abraham
United States,2012,Reality TV Stars,4,Kim Kardashian
United States,2012,Reality TV Stars,5,Brittany Kerr
United States,2012,Recipes,1,Progresso Recipe Starters
United States,2012,Recipes,2,Tzatziki Sauce Recipe
United States,2012,Recipes,3,Chicken Cacciatore Recipe
United States,2012,Recipes,4,Coleslaw Dressing Recipe
United States,2012,Recipes,5,Slutty Brownies Recipe
United States,2012,Searches,1,Whitney Houston
United States,2012,Searches,2,Hurricane Sandy
United States,2012,Searches,3,Election 2012
United States,2012,Searches,4,Hunger Games
United States,2012,Searches,5,Jeremy Lin
United States,2012,Shoe Brands,1,Nike
United States,2012,Shoe Brands,2,Toms
United States,2012,Shoe Brands,3,Sperry
United States,2012,Shoe Brands,4,Chanel shoes
United States,2012,Shoe Brands,5,Vans
United States,2012,Song Lyric Searches,1,Gangnam Style Lyrics
United States,2012,Song Lyric Searches,2,Mercy Lyrics
United States,2012,Song Lyric Searches,3,Payphone Lyrics
United States,2012,Song Lyric Searches,4,Some Nights Lyrics
United States,2012,Song Lyric Searches,5,Super Bass Lyrics
United States,2012,Stocks,1,Facebook Stock
United States,2012,Stocks,2,Zynga Stock
United States,2012,Stocks,3,Yelp Stock
United States,2012,Stocks,4,Samsung Stock
United States,2012,Stocks,5,Arna Stock
United States,2012,Symptoms,1,Pregnancy Symptoms
United States,2012,Symptoms,2,Diabetes Symptoms
United States,2012,Symptoms,3,Flu Symptoms
United States,2012,Symptoms,4,UTI Symptoms
United States,2012,Symptoms,5,Mono Symptoms
United States,2012,Tech Gadgets,1,iPad 3
United States,2012,Tech Gadgets,2,iPad Mini
United States,2012,Tech Gadgets,3,Samsung Galaxy S3
United States,2012,Tech Gadgets,4,Kindle Fire
United States,2012,Tech Gadgets,5,Nexus 7
United States,2012,Toys,1,Webcam Toy
United States,2012,Toys,2,Elmo Toy
United States,2012,Toys,3,Codee Toy
United States,2012,Toys,4,Derpy Hooves Toy
United States,2012,Toys,5,Bouncing Tigger Toy
United States,2012,TV Shows,1,Here Comes Honey Boo Boo
United States,2012,TV Shows,2,The Voice
United States,2012,TV Shows,3,American Idol
United States,2012,TV Shows,4,Big Brother 14
United States,2012,TV Shows,5,X Factor
United States,2012,US Politicians,1,Paul Ryan
United States,2012,US Politicians,2,Ron Paul
United States,2012,US Politicians,3,Barack Obama
United States,2012,US Politicians,4,Rick Santorum
United States,2012,US Politicians,5,Mitt Romney
United States,2012,Video Games,1,Diablo 3
United States,2012,Video Games,2,Borderlands 2
United States,2012,Video Games,3,Mass Effect 3
United States,2012,Video Games,4,Halo 4
United States,2012,Video Games,5,Skyrim
United States,2012,What is...?,1,What is SOPA
United States,2012,What is...?,2,What is Scientology
United States,2012,What is...?,3,What is KONY
United States,2012,What is...?,4,What is Yolo
United States,2012,What is...?,5,What is Instagram
United States,2013,Annual Events,1,Black Friday
United States,2013,Annual Events,2,Cyber Monday
United States,2013,Annual Events,3,Daytona 500
United States,2013,Annual Events,4,Chinese New Year
United States,2013,Annual Events,5,Tour de France
United States,2013,Appetizers,1,Tomato Mozzarella Appetizer
United States,2013,Appetizers,2,Shrimp Appetizer
United States,2013,Appetizers,3,Butternut Squash Appetizer
United States,2013,Appetizers,4,Stuffed Mushroom Appetizer
United States,2013,Appetizers,5,Mini Crabcake Appetizer
United States,2013,Athletes,1,Aaron Hernandez
United States,2013,Athletes,2,Adrian Peterson
United States,2013,Athletes,3,Kevin Ware
United States,2013,Athletes,4,Jason Collins
United States,2013,Athletes,5,Oscar Pistorius
United States,2013,"Atlanta, GA",1,Paul Walker
United States,2013,"Atlanta, GA",2,Government Shutdown
United States,2013,"Atlanta, GA",3,Mindy McCready
United States,2013,"Atlanta, GA",4,iPhone 5s
United States,2013,"Atlanta, GA",5,Adrian Peterson
United States,2013,"Austin, TX",1,Paul Walker
United States,2013,"Austin, TX",2,iPhone 5s
United States,2013,"Austin, TX",3,Cory Monteith
United States,2013,"Austin, TX",4,Kidd Kraddick
United States,2013,"Austin, TX",5,Boston Marathon
United States,2013,Authors,1,Tom Clancy
United States,2013,Authors,2,John Green
United States,2013,Authors,3,Ree Drummond
United States,2013,Authors,4,Vince Flynn
United States,2013,Authors,5,Orson Scott Card
United States,2013,Beer,1,Blue Moon
United States,2013,Beer,2,Bud Light
United States,2013,Beer,3,Bud Light Platinum
United States,2013,Beer,4,Kingfisher
United States,2013,Beer,5,Stella Artois
United States,2013,Blogs,1,Engadget
United States,2013,Blogs,2,Gizmodo
United States,2013,Blogs,3,Perez Hilton
United States,2013,Blogs,4,Reality Steve
United States,2013,Blogs,5,Lifehacker
United States,2013,Books,1,"Lean In: Women, Work, and the Will to Lead"
United States,2013,Books,2,The Great Gatsby
United States,2013,Books,3,Divergent
United States,2013,Books,4,"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and the Practical Techniques for Healing the Spiritual, Mental, Emotional and Physical Bodies"
United States,2013,Books,5,The Fault in Our Stars
United States,2013,"Boston / Cambridge, MA",1,Red Sox
United States,2013,"Boston / Cambridge, MA",2,Bruins
United States,2013,"Boston / Cambridge, MA",3,Boston Marathon Explosion
United States,2013,"Boston / Cambridge, MA",4,Aaron Hernandez
United States,2013,"Boston / Cambridge, MA",5,Paul Walker
United States,2013,Boy Names,1,Luke
United States,2013,Boy Names,2,Austin
United States,2013,Boy Names,3,Jackson
United States,2013,Boy Names,4,Adrian
United States,2013,Boy Names,5,Jordan
United States,2013,Car Companies,1,Tesla
United States,2013,Car Companies,2,Bugatti
United States,2013,Car Companies,3,MINI
United States,2013,Car Companies,4,Ford
United States,2013,Car Companies,5,Jeep
United States,2013,"Chicago, IL",1,Paul Walker
United States,2013,"Chicago, IL",2,Blackhawks
United States,2013,"Chicago, IL",3,Boston Marathon
United States,2013,"Chicago, IL",4,Cory Monteith
United States,2013,"Chicago, IL",5,iPhone 5s
United States,2013,Cocktails,1,Aviation Cocktail
United States,2013,Cocktails,2,Painkiller Cocktail
United States,2013,Cocktails,3,Blue Hawaii Cocktail
United States,2013,Cocktails,4,Ramos Gin Fizz Cocktail
United States,2013,Cocktails,5,Gin Sour
United States,2013,Colleges and Universities,1,University of Phoenix
United States,2013,Colleges and Universities,2,Liberty University
United States,2013,Colleges and Universities,3,Columbia University
United States,2013,Colleges and Universities,4,Ashford University
United States,2013,Colleges and Universities,5,Northwestern University
United States,2013,"Dallas, TX",1,Paul Walker
United States,2013,"Dallas, TX",2,Kidd Kraddick
United States,2013,"Dallas, TX",3,Boston Marathon
United States,2013,"Dallas, TX",4,Instagram
United States,2013,"Dallas, TX",5,iPhone 5s
United States,2013,Dance Moves,1,Gangnam Style
United States,2013,Dance Moves,2,The Cat Daddy
United States,2013,Dance Moves,3,The Dougie
United States,2013,Dance Moves,4,The Wobble
United States,2013,Dance Moves,5,YMCA
United States,2013,"Denver, CO",1,Boston Marathon
United States,2013,"Denver, CO",2,Paul Walker
United States,2013,"Denver, CO",3,Government Shutdown
United States,2013,"Denver, CO",4,Cory Monteith
United States,2013,"Denver, CO",5,CDOT
United States,2013,"Des Moines, IA",1,Paul Walker
United States,2013,"Des Moines, IA",2,Boston Marathon
United States,2013,"Des Moines, IA",3,RAGBRAI 2013
United States,2013,"Des Moines, IA",4,Cory Monteith
United States,2013,"Des Moines, IA",5,iPhone 5s
United States,2013,Destination Wedding Locations,1,Mexico
United States,2013,Destination Wedding Locations,2,Bahamas
United States,2013,Destination Wedding Locations,3,Kauai
United States,2013,Destination Wedding Locations,4,Caribbean
United States,2013,Destination Wedding Locations,5,Jamaica
United States,2013,"Detroit, MI",1,Detroit Red Wings
United States,2013,"Detroit, MI",2,Paul Walker
United States,2013,"Detroit, MI",3,iPhone 5s
United States,2013,"Detroit, MI",4,Cory Monteith
United States,2013,"Detroit, MI",5,Trayvon Martin
United States,2013,Diets,1,Paleo Diet
United States,2013,Diets,2,Juice Cleanse Diet
United States,2013,Diets,3,Mediterranean Diet
United States,2013,Diets,4,Master Cleanse Diet
United States,2013,Diets,5,Ketogenic Diet
United States,2013,Donations,1,Donate to Philippines
United States,2013,Donations,2,Donate to Oklahoma
United States,2013,Donations,3,Donate to Boston
United States,2013,Donations,4,Donate to Wikipedia
United States,2013,Donations,5,Donate to Moore
United States,2013,Endangered Species,1,Tiger
United States,2013,Endangered Species,2,Killer Whale
United States,2013,Endangered Species,3,Red Panda
United States,2013,Endangered Species,4,Ocelot
United States,2013,Endangered Species,5,Dugong
United States,2013,Events,1,Boston Marathon
United States,2013,Events,2,Government Shutdown
United States,2013,Events,3,VMAs
United States,2013,Events,4,"Moore, Oklahoma Tornado"
United States,2013,Events,5,Royal Baby
United States,2013,Famous Internet Animals,1,Grumpy Cat
United States,2013,Famous Internet Animals,2,Lil Bub
United States,2013,Famous Internet Animals,3,Tuna the Dog
United States,2013,Famous Internet Animals,4,Colonel Meow
United States,2013,Famous Internet Animals,5,Princess Monster Truck
United States,2013,Female Politicians,1,Wendy Davis
United States,2013,Female Politicians,2,Dianne Feinstein
United States,2013,Female Politicians,3,Kathleen Sebelius
United States,2013,Female Politicians,4,Janet Napolitano
United States,2013,Female Politicians,5,Kay Hagan
United States,2013,Girl Names,1,Fallon
United States,2013,Girl Names,2,Chloe
United States,2013,Girl Names,3,Jaden
United States,2013,Girl Names,4,Harper
United States,2013,Girl Names,5,Logan
United States,2013,Health Issues,1,Flu
United States,2013,Health Issues,2,Cold
United States,2013,Health Issues,3,Labor
United States,2013,Health Issues,4,Diarrhea
United States,2013,Health Issues,5,Balance
United States,2013,Honeymoon Locations,1,New Zealand
United States,2013,Honeymoon Locations,2,Cancún
United States,2013,Honeymoon Locations,3,Maldives
United States,2013,Honeymoon Locations,4,Bali
United States,2013,Honeymoon Locations,5,Thailand
United States,2013,How To...,1,How to Tie a Tie
United States,2013,How To...,2,How to File
United States,2013,How To...,3,How to Get a Passport
United States,2013,How To...,4,How to Blog
United States,2013,How To...,5,How to Knit
United States,2013,Hybrid and Electric Cars,1,Chevy Volt
United States,2013,Hybrid and Electric Cars,2,Fisker Karma
United States,2013,Hybrid and Electric Cars,3,Toyota Prius C
United States,2013,Hybrid and Electric Cars,4,Toyota Prius V
United States,2013,Hybrid and Electric Cars,5,Toyota Camry Hybrid
United States,2013,Jewelry Brands,1,Gucci
United States,2013,Jewelry Brands,2,Kendra Scott
United States,2013,Jewelry Brands,3,Sucre
United States,2013,Jewelry Brands,4,Jennifer Meyer
United States,2013,Jewelry Brands,5,Jennifer Fisher
United States,2013,"Kansas City, KS",1,Paul Walker
United States,2013,"Kansas City, KS",2,Kevin Ware Injury
United States,2013,"Kansas City, KS",3,NCAA Basketball Tournament
United States,2013,"Kansas City, KS",4,Boston Marathon Explosion
United States,2013,"Kansas City, KS",5,Government Shutdown
United States,2013,"Los Angeles, CA",1,Paul Walker
United States,2013,"Los Angeles, CA",2,Dodgers
United States,2013,"Los Angeles, CA",3,Cory Monteith
United States,2013,"Los Angeles, CA",4,Christopher Dorner
United States,2013,"Los Angeles, CA",5,Boston Marathon
United States,2013,Male Politicians,1,Nelson Mandela
United States,2013,Male Politicians,2,Ted Cruz
United States,2013,Male Politicians,3,Barack Obama
United States,2013,Male Politicians,4,Hugo Chavez
United States,2013,Male Politicians,5,Rand Paul
United States,2013,Memes,1,Zerg Rush
United States,2013,Memes,2,Cinnamon Challenge
United States,2013,Memes,3,Slender Man
United States,2013,Memes,4,QWOP
United States,2013,Memes,5,Forever Alone
United States,2013,"Miami, FL",1,Dade Schools
United States,2013,"Miami, FL",2,Reading Plus
United States,2013,"Miami, FL",3,Paul Walker
United States,2013,"Miami, FL",4,Harlem Shake
United States,2013,"Miami, FL",5,iPhone 5s
United States,2013,MLB Teams,1,Boston Red Sox
United States,2013,MLB Teams,2,Pittsburgh Pirates
United States,2013,MLB Teams,3,Atlanta Braves
United States,2013,MLB Teams,4,Cleveland Indians
United States,2013,MLB Teams,5,Tampa Bay Rays
United States,2013,Mobile/Tablet Apps,1,Bitstrips
United States,2013,Mobile/Tablet Apps,2,Vine
United States,2013,Mobile/Tablet Apps,3,Candy Crush
United States,2013,Mobile/Tablet Apps,4,MeetMe
United States,2013,Mobile/Tablet Apps,5,Snapchat
United States,2013,NBA Teams,1,Miami Heat
United States,2013,NBA Teams,2,New Orleans Pelicans
United States,2013,NBA Teams,3,Golden State Warriors
United States,2013,NBA Teams,4,San Antonio Spurs
United States,2013,NBA Teams,5,Houston Rockets
United States,2013,"New Cars, Trending",1,2014 Chevy Volt
United States,2013,"New Cars, Trending",2,2013 Acura NSX
United States,2013,"New Cars, Trending",3,2014 Fiat 500
United States,2013,"New Cars, Trending",4,2014 Chevy Sonic
United States,2013,"New Cars, Trending",5,2014 Ford Focus
United States,2013,"New York City, NY",1,iPhone 5s
United States,2013,"New York City, NY",2,Cory Monteith
United States,2013,"New York City, NY",3,Boston Marathon
United States,2013,"New York City, NY",4,James Gandolfini
United States,2013,"New York City, NY",5,Aaron Hernandez
United States,2013,News Sources,1,CNN
United States,2013,News Sources,2,Fox News
United States,2013,News Sources,3,TIME
United States,2013,News Sources,4,Google News
United States,2013,News Sources,5,BBC
United States,2013,NFL Teams,1,Baltimore Ravens
United States,2013,NFL Teams,2,Seattle Seahawks
United States,2013,NFL Teams,3,Miami Dolphins
United States,2013,NFL Teams,4,San Francisco 49ers
United States,2013,NFL Teams,5,Atlanta Falcons
United States,2013,"Oklahoma City, OK",1,Paul Walker
United States,2013,"Oklahoma City, OK",2,Government Shutdown
United States,2013,"Oklahoma City, OK",3,Adrian Peterson
United States,2013,"Oklahoma City, OK",4,Kidd Kraddick
United States,2013,"Oklahoma City, OK",5,Xbox One
United States,2013,"People, Trending",1,Paul Walker
United States,2013,"People, Trending",2,Cory Monteith
United States,2013,"People, Trending",3,Aaron Hernandez
United States,2013,"People, Trending",4,Adrian Peterson
United States,2013,"People, Trending",5,Miley Cyrus
United States,2013,"Philadelphia, PA",1,Boston Marathon
United States,2013,"Philadelphia, PA",2,Paul Walker
United States,2013,"Philadelphia, PA",3,Adrian Peterson
United States,2013,"Philadelphia, PA",4,Government Shutdown
United States,2013,"Philadelphia, PA",5,Nelson Mandela
United States,2013,Phones,1,iPhone 5s
United States,2013,Phones,2,Samsung Galaxy S4
United States,2013,Phones,3,iPhone 5c
United States,2013,Phones,4,HTC One
United States,2013,Phones,5,Nexus 5
United States,2013,"Portland, OR",1,Paul Walker
United States,2013,"Portland, OR",2,Boston Marathon
United States,2013,"Portland, OR",3,Nelson Mandela
United States,2013,"Portland, OR",4,iPhone 5s
United States,2013,"Portland, OR",5,Government Shutdown
United States,2013,Reality TV Stars,1,Farrah Abraham
United States,2013,Reality TV Stars,2,Shain Gandee
United States,2013,Reality TV Stars,3,Katherine Webb
United States,2013,Reality TV Stars,4,Gia Allemand
United States,2013,Reality TV Stars,5,Lamar Odom
United States,2013,"Sacramento, CA",1,Boston Marathon
United States,2013,"Sacramento, CA",2,Paul Walker
United States,2013,"Sacramento, CA",3,Covered California
United States,2013,"Sacramento, CA",4,iPhone 5s
United States,2013,"Sacramento, CA",5,Amber Alert
United States,2013,"San Francisco, CA",1,Bart Strike
United States,2013,"San Francisco, CA",2,Paul Walker
